,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4872,0.209,-0.41,0.329,16.357,13.062,-16.663,3,0
4873,0.214,-0.473,0.431,7.385,10.803,-5.798,3,0
4874,0.2,-0.557,0.509,-7.263,3.662,2.93,3,0
4875,0.182,-0.675,0.559,-16.357,-6.531,3.906,3,0
4876,0.224,-0.82,0.633,-26.489,-21.667,-4.639,3,0
4877,0.267,-0.852,0.646,-26.733,-33.386,-19.165,3,0
4878,0.31,-0.884,0.618,-16.418,-43.091,-27.405,3,0
4879,0.321,-0.899,0.605,-5.981,-48.096,-27.405,3,0
4880,0.316,-0.907,0.597,7.324,-57.556,-23.01,3,0
4881,0.379,-0.858,0.538,9.949,-67.688,-22.034,3,0
4882,0.415,-0.828,0.499,9.277,-75.867,-22.217,3,0
4883,0.434,-0.803,0.423,12.878,-86.914,-20.02,3,0
4884,0.439,-0.796,0.385,14.893,-95.337,-17.212,3,0
4885,0.458,-0.79,0.35,14.587,-105.53,-14.465,3,0
4886,0.49,-0.788,0.275,13.916,-114.38,-13.123,3,0
4887,0.494,-0.797,0.239,17.151,-122.437,-11.475,3,0
4888,0.501,-0.776,0.205,22.217,-128.174,-11.169,3,0
4889,0.497,-0.715,0.118,29.419,-137.634,-9.155,3,0
4890,0.51,-0.694,0.072,36.56,-143.86,-2.319,3,0
4891,0.524,-0.628,-0.055,30.884,-154.785,5.859,3,0
4892,0.564,-0.635,-0.096,23.682,-158.752,12.39,3,0
4893,0.569,-0.639,-0.156,18.616,-161.377,15.991,3,0
4894,0.541,-0.665,-0.269,11.658,-164.001,17.578,3,0
4895,0.553,-0.7,-0.3,11.536,-159.851,14.771,3,0
4896,0.265,0.223,-0.457,-270.02,-55.176,130.188,3,0
4897,0.232,0.705,-1.043,-843.933,49.622,168.518,3,0
4898,-0.305,-0.262,-1.717,-991.821,168.152,220.276,3,0
4899,-0.785,-1.942,-1.03,-821.716,73.364,158.142,3,0
