,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
366,0.751,0.24,0.961,-34.18,-41.321,-102.112,0,0
367,0.753,0.266,0.968,-31.738,-48.645,-96.558,0,0
368,0.781,0.338,0.967,-31.616,-57.068,-86.914,0,0
369,0.798,0.366,0.96,-31.677,-62.805,-77.026,0,0
370,0.834,0.41,0.949,-28.87,-65.918,-67.749,0,0
371,0.85,0.447,0.943,-24.17,-70.007,-60.974,0,0
372,0.849,0.456,0.946,-19.653,-75.684,-53.772,0,0
373,0.864,0.5,0.956,-11.475,-82.52,-44.434,0,0
374,0.862,0.517,0.956,-2.686,-89.844,-37.17,0,0
375,0.842,0.543,0.951,6.042,-99.304,-29.053,0,0
376,0.839,0.554,0.936,11.047,-105.164,-22.217,0,0
377,0.839,0.556,0.907,16.785,-111.633,-11.169,0,0
378,0.829,0.543,0.856,20.752,-114.624,-0.488,0,0
379,0.821,0.536,0.838,23.071,-113.647,6.775,0,0
380,0.797,0.52,0.806,25.574,-112.244,11.658,0,0
381,0.787,0.508,0.781,27.222,-112.122,15.808,0,0
382,0.784,0.502,0.745,28.992,-111.877,23.315,0,0
383,0.794,0.481,0.693,27.71,-108.643,31.189,0,0
384,0.791,0.468,0.66,25.024,-103.882,40.161,0,0
385,0.777,0.448,0.628,22.461,-100.586,46.631,0,0
386,0.744,0.367,0.574,20.691,-95.764,54.504,0,0
387,0.737,0.325,0.54,22.095,-92.163,58.411,0,0
388,0.709,0.231,0.484,27.954,-89.294,58.838,0,0
389,0.695,0.192,0.453,36.743,-86.67,58.411,0,0
390,0.683,0.159,0.417,41.992,-84.595,57.556,0,0
391,0.665,0.103,0.346,49.622,-80.872,56.335,0,0
392,0.651,0.078,0.317,54.688,-76.538,54.871,0,0
393,0.642,0.039,0.254,57.312,-72.571,52.002,0,0
394,0.635,0.02,0.22,57.312,-69.763,50.476,0,1
395,0.639,0.009,0.198,55.603,-64.758,46.082,0,0
396,0.642,-0.03,0.152,53.772,-61.218,41.016,0,0
397,0.64,-0.052,0.126,52.429,-58.35,35.4,0,0
398,0.673,-0.093,0.098,52.551,-53.467,29.297,0,0
399,0.688,-0.095,0.085,52.979,-49.316,23.987,0,0
400,0.706,-0.106,0.075,54.138,-41.687,16.113,0,0
401,1.164,0.677,0.203,-360.352,194.885,-25.024,0,0
402,0.943,0.627,0.36,-468.75,214.111,27.71,0,0
403,0.841,0.523,0.475,-535.95,193.359,73.486,0,0
404,0.656,0.182,0.623,-570.862,137.634,98.145,0,0
405,0.652,-0.03,0.719,-561.89,90.82,101.807,0,0
406,0.719,-0.178,0.784,-519.226,25.024,100.83,0,0
407,0.814,-0.405,0.822,-444.031,-26.062,96.985,0,0
408,0.855,-0.485,0.821,-341.98,-60.791,94.421,0,0
409,0.86,-0.55,0.782,-237.061,-85.571,91.919,0,0
410,0.837,-0.559,0.729,-173.279,-99.426,86.975,0,0
411,0.819,-0.567,0.667,-89.905,-116.211,76.355,0,0
412,0.826,-0.539,0.542,-26.55,-128.662,64.026,0,0
413,0.838,-0.447,0.481,-2.136,-130.371,54.749,0,0
414,0.839,-0.382,0.424,-0.549,-125.671,49.561,0,0
415,0.855,-0.304,0.319,-10.681,-109.863,44.678,0,0
416,0.837,-0.302,0.275,-22.888,-88.501,43.518,0,0
417,0.774,-0.335,0.223,-25.574,-65.918,44.434,0,0
418,0.716,-0.358,0.206,-16.052,-46.631,46.753,0,0
419,0.64,-0.399,0.193,2.869,-42.175,46.326,0,0
420,0.442,-0.623,0.172,64.087,-62.622,36.926,0,0
421,0.391,-0.78,0.13,169.617,-103.333,12.39,0,0
422,0.416,-0.833,0.019,288.452,-135.498,-16.479,0,0
423,0.455,-0.756,-0.056,385.925,-148.621,-38.635,0,0
424,0.48,-0.66,-0.112,432.373,-146.851,-48.096,0,0
425,0.495,-0.475,-0.165,475.769,-134.583,-55.908,0,0
426,0.496,-0.379,-0.179,483.093,-118.347,-58.716,0,0
427,0.562,-0.238,-0.156,462.952,-99.121,-58.167,0,0
428,0.603,-0.174,-0.133,438.354,-84.9,-57.129,0,0
429,0.631,-0.112,-0.104,389.709,-60.547,-53.772,0,0
430,0.629,-0.107,-0.046,344.91,-36.987,-48.523,0,0
431,0.617,-0.123,-0.017,309.631,-14.771,-42.297,0,0
432,0.635,-0.136,0.019,276.733,9.094,-34.18,0,0
433,0.68,-0.155,0.049,256.897,28.442,-27.527,0,0
434,0.7,-0.157,0.094,222.961,56.824,-14.404,0,0
435,0.709,-0.193,0.216,187.073,80.383,-2.075,0,0
436,0.684,-0.225,0.275,155.884,93.628,5.92,0,0
437,0.657,-0.277,0.328,140.503,96.008,9.888,0,0
438,0.662,-0.362,0.406,123.535,94.666,14.343,0,0
439,0.73,-0.383,0.443,106.812,99.365,15.564,0,0
440,0.824,-0.405,0.522,88.379,108.643,8.972,0,0
441,0.872,-0.406,0.571,69.458,117.92,-1.892,0,0
442,0.886,-0.414,0.617,57.8,121.338,-8.118,0,0
