,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Label,Sep
4639,0.179,-0.212,0.867,48.767,-4.089,3.967,3,0
4640,0.194,-0.176,0.87,36.255,-5.066,3.418,3,0
4641,0.201,-0.173,0.899,26.733,0.549,6.897,3,0
4642,0.175,-0.209,0.953,15.381,12.146,10.498,3,0
4643,0.171,-0.236,0.963,11.169,17.334,13.184,3,0
4644,0.156,-0.301,0.966,13.367,18.86,12.146,3,0
4645,0.146,-0.333,0.969,19.287,18.127,10.559,3,0
4646,0.142,-0.341,0.964,30.457,12.146,5.615,3,0
4647,0.178,-0.268,0.949,32.349,7.446,-1.587,3,0
4648,0.188,-0.22,0.96,27.649,4.578,-7.69,3,0
4649,0.203,-0.159,0.985,22.766,4.761,-3.784,3,0
4650,0.197,-0.148,1.008,21.179,5.005,0.0,3,0
4651,0.193,-0.15,1.018,22.034,3.906,7.019,3,0
4652,0.201,-0.141,1.046,21.301,3.235,9.46,3,0
4653,0.2,-0.142,1.053,16.541,2.258,11.597,3,1
4654,0.209,-0.146,1.052,12.695,1.16,13.184,3,0
4655,0.217,-0.197,1.059,10.681,1.282,14.832,3,0
4656,0.209,-0.235,1.068,14.526,4.944,14.526,3,0
4657,0.185,-0.269,1.088,20.203,10.925,11.169,3,0
4658,0.176,-0.258,1.086,21.057,13.611,6.836,3,0
4659,0.167,-0.254,1.094,19.348,13.672,5.249,3,0
4660,0.162,-0.243,1.102,15.198,10.254,2.625,3,0
4661,0.168,-0.228,1.09,9.766,5.554,-0.305,3,0
4662,0.194,-0.197,1.071,4.883,2.319,-0.122,3,0
4663,0.195,-0.196,1.067,2.136,0.183,2.197,3,0
4664,0.199,-0.191,1.056,0.122,-0.732,3.113,3,0
4665,0.217,-0.191,1.039,-2.808,-0.732,3.601,3,0
4666,0.211,-0.195,1.032,-4.883,-0.977,3.723,3,0
4667,0.196,-0.206,1.014,-4.7,-2.075,3.662,3,0
4668,0.189,-0.206,1.004,-4.517,-3.235,3.357,3,0
4669,0.188,-0.201,0.99,-4.272,-4.517,3.296,3,0
4670,0.188,-0.199,0.975,-4.944,-4.517,2.93,3,0
4671,0.183,-0.207,0.98,-4.7,-2.014,2.93,3,0
4672,0.186,-0.194,0.972,-6.714,-0.061,1.77,3,0
4673,0.186,-0.199,0.973,-7.446,0.061,1.77,3,0
4674,0.189,-0.19,0.981,-7.874,-0.122,0.916,3,0
4675,0.193,-0.154,0.985,-10.071,-2.625,0.916,3,0
4676,0.191,-0.153,0.982,-10.437,-6.226,3.54,3,0
4677,0.192,-0.158,0.973,-9.094,-8.545,5.005,3,0
4678,0.203,-0.169,0.956,-6.287,-9.399,5.981,3,0
4679,0.207,-0.175,0.946,-5.249,-7.324,7.69,3,0
4680,0.21,-0.235,0.961,-7.385,-1.404,9.521,3,0
4681,0.213,-0.269,0.975,-13.672,5.554,7.385,3,0
4682,0.215,-0.299,0.991,-17.639,9.705,5.127,3,0
4683,0.183,-0.361,1.033,-16.479,9.949,-0.916,3,0
4684,0.172,-0.372,1.046,-6.165,4.7,-8.179,3,0
4685,0.17,-0.315,1.043,4.333,-2.686,-13.916,3,0
4686,0.175,-0.27,1.029,7.812,-7.446,-15.381,3,0
4687,0.178,-0.229,1.012,7.935,-13.428,-14.648,3,0
4688,0.179,-0.186,0.966,6.042,-16.907,-12.085,3,0
4689,0.179,-0.175,0.946,4.089,-17.639,-9.766,3,0
4690,0.17,-0.171,0.908,2.319,-16.296,-6.531,3,0
4691,0.161,-0.18,0.893,1.221,-15.32,-4.089,3,0
4692,0.319,-0.187,2.326,38.94,267.151,15.503,3,0
4693,-0.044,-0.238,2.49,53.772,201.538,5.249,3,0
4694,-0.158,-0.197,2.516,59.875,137.756,-18.494,3,0
4695,-0.284,-0.111,2.456,54.077,88.196,-26.611,3,0
4696,-0.303,-0.04,2.172,31.86,-3.662,-26.001,3,0
4697,-0.227,0.037,2.025,-5.066,-73.975,-31.86,3,0
4698,-0.285,-0.02,1.589,-51.27,-139.893,-31.616,3,0
4699,-0.245,-0.103,1.281,-80.078,-180.054,-31.433,3,0
4700,-0.227,-0.208,0.967,-114.075,-229.309,-34.729,3,0
4701,-0.234,-0.495,0.436,-106.689,-264.099,-31.372,3,0
4702,-0.213,-0.582,0.292,-59.814,-257.996,-34.79,3,0
4703,-0.007,-0.502,0.108,-9.705,-217.468,-46.143,3,0
4704,0.152,-0.363,0.091,5.798,-166.809,-56.885,3,0
4705,0.253,-0.204,0.101,-14.893,-83.008,-66.162,3,0
4706,0.232,-0.059,0.274,-55.969,-12.695,-63.049,3,0
4707,0.186,-0.064,0.395,-65.369,12.878,-55.908,3,0
4708,0.137,-0.063,0.548,-43.091,0.305,-52.185,3,0
4709,0.15,0.008,0.59,-22.278,-21.301,-47.729,3,0
4710,0.211,0.135,0.6,-5.127,-52.917,-35.767,3,0
4711,0.232,0.208,0.615,0.122,-82.947,-12.207,3,0
4712,0.223,0.166,0.604,2.441,-119.019,10.071,3,0
4713,0.205,0.093,0.577,7.263,-144.531,20.691,3,0
4714,0.197,-0.043,0.444,16.968,-177.551,32.166,3,0
4715,0.179,-0.103,0.36,24.719,-199.097,37.964,3,0
4716,0.217,-0.063,0.27,27.039,-201.477,27.771,3,0
4717,0.351,-0.073,0.347,30.701,-169.495,17.273,3,0
4718,0.376,-0.151,0.415,34.546,-144.531,23.743,3,0
4719,0.408,-0.254,0.54,45.105,-109.07,31.982,3,0
4720,0.447,-0.253,0.628,57.251,-80.994,26.855,3,0
4721,0.624,-0.193,0.88,72.693,-57.861,7.751,3,0
4722,0.772,-0.07,1.064,91.797,-48.035,-15.503,3,0
4723,0.951,0.161,1.292,128.296,-29.236,-49.011,3,0
4724,1.189,0.876,1.661,157.227,-4.761,-41.992,3,0
4725,1.117,1.051,1.71,169.983,-5.798,33.508,3,0
4726,1.088,1.096,1.659,150.024,-43.152,104.614,3,0
4727,0.883,0.787,1.526,127.38,-95.276,131.287,3,0
4728,0.808,0.496,1.357,112.976,-183.472,156.006,3,0
4729,0.553,-0.09,0.994,128.174,-269.958,164.734,3,0
4730,0.634,-0.209,0.781,158.264,-309.753,146.179,3,0
4731,0.772,-0.218,0.555,160.645,-302.856,141.663,3,0
4732,0.942,-0.226,0.269,155.701,-245.789,120.911,3,0
4733,1.024,-0.074,0.403,156.433,-141.602,86.548,3,0
4734,0.687,-0.215,0.68,155.64,-25.635,129.822,3,0
4735,0.58,-0.187,0.861,109.131,54.016,143.372,3,0
4736,0.178,-0.288,0.861,55.847,65.063,140.686,3,0
4737,-0.179,-0.988,0.833,0.916,55.847,130.737,3,0
4738,-0.277,-1.351,0.744,-7.751,25.94,98.633,3,0
4739,-0.173,-1.372,0.496,3.174,-4.761,29.968,3,0
4740,0.096,-1.055,0.366,-0.732,-15.198,-16.785,3,0
4741,0.305,-0.77,0.249,-15.076,-14.282,-21.423,3,0
4742,0.592,-0.415,0.072,-35.889,-13.245,-23.56,3,0
4743,0.674,-0.352,0.034,-31.799,-7.08,-18.311,3,0
4744,0.799,-0.149,0.028,-18.25,4.944,-9.949,3,0
4745,0.864,-0.09,0.071,-8.85,12.451,-6.165,3,0
4746,0.863,-0.089,0.12,5.127,20.569,0.427,3,0
4747,0.82,-0.119,0.276,11.658,26.794,1.526,3,0
4748,0.779,-0.112,0.356,3.357,27.466,-1.953,3,0
4749,0.758,-0.07,0.491,-4.456,25.757,-4.456,3,0
4750,0.731,-0.067,0.556,-1.709,22.278,-2.686,3,0
4751,0.742,-0.04,0.607,8.789,7.08,3.723,3,0
4752,0.828,-0.008,0.651,16.907,-8.484,16.724,3,1
4753,0.771,-0.038,0.678,16.724,-25.269,19.653,3,0
4754,0.801,-0.041,0.66,12.451,-26.978,20.325,3,0
4755,0.633,-0.333,0.663,12.634,-24.597,29.968,3,0
4756,0.563,-0.546,0.699,33.752,-14.038,20.325,3,0
4757,0.624,-0.322,0.727,38.086,-5.798,-16.724,3,0
4758,0.535,-0.228,0.672,21.362,-22.034,-24.048,3,0
4759,0.584,-0.113,0.639,10.132,-37.476,-27.771,3,0
4760,0.708,-0.068,0.533,5.859,-56.824,-14.038,3,0
4761,0.801,-0.097,0.472,8.667,-54.443,2.502,3,0
4762,0.912,-0.142,0.347,10.925,-39.124,6.042,3,0
4763,0.93,-0.146,0.304,9.521,-26.123,6.409,3,0
4764,0.903,-0.139,0.268,-1.16,-3.357,9.277,3,0
4765,0.854,-0.282,0.251,-6.104,14.465,11.902,3,0
4766,0.821,-0.364,0.283,2.319,28.015,4.15,3,0
4767,0.783,-0.357,0.421,7.385,34.241,-10.254,3,0
4768,0.787,-0.336,0.477,6.897,34.912,-16.418,3,0
4769,0.769,-0.281,0.557,3.784,34.729,-22.461,3,0
4770,0.74,-0.187,0.677,0.183,26.794,-21.545,3,0
4771,0.775,-0.187,0.708,-0.488,12.39,-15.93,3,0
4772,0.871,-0.178,0.704,1.892,1.404,-15.808,3,0
4773,0.906,-0.162,0.666,0.916,-0.977,-14.954,3,0
4774,0.927,-0.152,0.634,-5.615,4.211,-12.756,3,0
4775,0.924,-0.157,0.608,-11.597,12.939,-9.46,3,0
4776,0.893,-0.19,0.603,-10.498,15.381,-6.775,3,0
4777,0.875,-0.215,0.602,-6.897,17.09,-8.118,3,0
4778,0.834,-0.23,0.589,-3.662,19.531,-10.315,3,0
4779,0.796,-0.228,0.614,-4.089,26.978,-12.695,3,0
4780,0.757,-0.271,0.608,-4.15,31.311,-14.526,3,0
4781,0.734,-0.271,0.59,-4.395,31.738,-21.301,3,0
4782,0.735,-0.257,0.577,-4.7,31.738,-26.855,3,0
4783,0.75,-0.216,0.55,-4.15,32.349,-33.386,3,0
4784,0.78,-0.131,0.555,-3.052,32.227,-39.124,3,0
4785,0.789,-0.025,0.563,-0.732,26.489,-26.855,3,0
4786,0.812,0.017,0.567,-1.038,21.484,-20.386,3,0
4787,0.823,0.042,0.557,-6.653,16.541,-13.794,3,0
4788,0.811,0.004,0.527,-13.489,15.808,-8.728,3,0
4789,0.798,-0.029,0.537,-17.7,22.217,-6.531,3,0
4790,0.823,-0.125,0.561,-20.996,21.362,-7.751,3,0
4791,0.83,-0.156,0.587,-18.677,18.921,-10.803,3,0
4792,0.859,-0.162,0.603,-8.972,16.846,-15.32,3,0
4793,0.916,-0.099,0.608,-2.319,18.188,-15.869,3,0
4794,0.54,0.588,-0.67,437.378,103.638,-381.409,3,0
4795,0.565,2.146,0.575,267.761,253.235,-343.628,3,0
4796,0.364,2.446,1.105,141.296,308.228,-237.061,3,0
4797,0.092,2.063,1.541,8.606,270.386,-104.431,3,0
4798,-0.289,0.603,2.063,41.748,139.648,-64.88,3,0
4799,-0.389,0.304,2.031,145.874,29.053,-44.617,3,0
